date,open,high,low,close
2022-06-22,92.68936255273658,93.1835578274456,92.64184851718437,92.8889389038086
2022-06-23,92.50879179205678,92.64184994555325,92.28070556599071,92.5658187866211
2022-06-24,92.6608481233119,92.9839696518018,92.6038283831619,92.78439331054688
2022-06-27,93.02202541158364,93.30713873695404,92.90798588202193,93.00302124023438
2022-06-28,92.5848288905583,92.64185588878105,92.4042639399237,92.5278091430664
2022-06-29,92.29971385121524,92.29971385121524,91.75800455097115,91.79601287841797
2022-06-30,91.56794013991683,92.18568068745321,91.5109203896225,92.10015106201172
2022-07-01,91.42539527999449,91.70100285977345,91.15929341006506,91.67249298095703
2022-07-05,90.1994113144761,90.30394510172964,89.99032923850721,90.2469253540039
2022-07-06,89.59116180168975,89.61967892391199,89.33456570753201,89.54364776611328
2022-07-07,89.4105883896755,89.55314498435186,89.16349077561841,89.35356140136719
2022-07-08,89.34407447710564,89.53414512738655,89.07797266642014,89.4391098022461
2022-07-11,88.41270569591305,88.66930903452386,88.17511377165198,88.26065063476562
2022-07-12,88.29869285922767,88.51727343510153,88.15613621150472,88.17514038085938
2022-07-13,88.08957415861228,88.92589502680235,87.96602173155594,88.38418579101562
2022-07-14,87.6333931757055,88.29865482830172,87.4623267222641,88.00403594970703
2022-07-15,88.4126966645359,88.70730830029134,88.23212450030933,88.5837631225586
2022-07-18,89.115966796875,89.61016201003318,89.09696263516709,89.115966796875
2022-07-19,89.96180809777299,90.1613844405489,89.79074162528937,89.80974578857422
2022-07-20,89.85727105054771,89.88578092210201,89.21102070930566,89.3725814819336
2022-07-21,89.34406953239599,89.71471235544209,89.26803837619931,89.67669677734375
2022-07-22,89.45811018919227,90.03783507401715,89.43910602525892,89.70520782470703
2022-07-25,90.0378320016424,90.0378320016424,89.64818502309801,89.80974578857422
2022-07-26,89.1254761197871,89.19200156455844,88.80235460253479,88.84037017822266
2022-07-27,89.07792932516504,89.77169338679396,88.71678511432485,89.66715240478516
2022-07-28,89.32506371770347,89.47712603962948,88.95442087142206,89.45811462402344
2022-07-29,89.23004133798607,89.79076216802832,89.1350059983592,89.75274658203125
2022-08-01,90.01884035582428,90.2374208922795,89.93330348232325,90.0948715209961
2022-08-02,89.80974635673266,89.88577751181303,89.29654693603516,89.29654693603516
2022-08-03,89.35355956232104,89.35355956232104,88.92589703782352,89.30604553222656
2022-08-04,89.43913260767238,90.0188576647987,89.38211284819515,89.9713363647461
2022-08-05,89.19200233827114,89.49611969568247,89.1444883062964,89.3915786743164
2022-08-08,89.53413970571451,89.75272746595863,89.45810854991393,89.48662567138672
2022-08-09,89.94282632217828,89.95233203231807,89.61019897460938,89.61019897460938
2022-08-10,90.60807927557371,91.02624350489768,90.37999299172984,90.45602416992188
2022-08-11,90.82664935225134,90.95970026272252,90.51302624154174,90.57955169677734
2022-08-12,90.21840922606944,90.27542896984248,89.90478613385693,90.10436248779297
2022-08-15,89.76223753249228,89.76223753249228,89.16350841726414,89.23003387451172
2022-08-16,89.1730087099365,89.48663181108404,89.1730087099365,89.27754974365234
2022-08-17,89.2395236209756,89.52462956501326,89.17299817562719,89.3915786743164
2022-08-18,89.17301772573278,89.17301772573278,88.50775587566817,88.60279846191406
2022-08-19,88.25116209671266,88.27967197305372,88.08009558793476,88.12761688232422
2022-08-22,87.83299149970223,87.83299149970223,87.14872551451806,87.28177642822266
2022-08-23,87.27227235141106,87.93752687710017,87.25326093597393,87.50035858154297
2022-08-24,87.1012063815785,87.7474567463854,86.98715964047237,87.5098648071289
2022-08-25,87.49086284551298,87.73796051924474,87.3578119252108,87.55738830566406
2022-08-26,88.33668492596871,88.48874725572465,87.39582282547947,87.44334411621094
2022-08-29,87.76642437802111,87.9850120614704,87.60486366675244,87.72840881347656
2022-08-30,88.00405545497978,88.09909078334888,87.6429183068849,87.92802429199219
2022-08-31,87.77598756782096,88.43174379690714,87.74747768842283,88.17514038085938
2022-09-01,87.63341512914535,87.63341512914535,86.99667043488324,87.28177642822266
2022-09-02,87.84244623485651,88.03251678678872,87.27222732833307,87.33875274658203
